Hatchery Fall Chinook,Wild Coho,Hatchery Coho,Wild Late Chum,Hatchery Late Chum
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
275,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
276,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
277,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
278,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
279,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
280,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
281,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
282,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
283,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
284,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
285,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
286,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
287,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
288,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
289,,,,
290,,,,
290,,,,
290,,,,
290,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
291,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
292,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
294,,,,
295,,,,
295,,,,
295,,,,
295,,,,
296,,,,
298,,,,
299,,,,
299,,,,
301,,,,
301,,,,
301,,,,
309,,,,
318,,,,
